,Name,National ID,Barcode,Location,Date,Season,Country,Province,Species,Species (English),Breed/subspecies,Sex,Date of birth,Age (days),Age_category,Country of birth,Born at current residence,Bodyweight (kg),Breed line,Breed country of origin,Breed_type,White_breed,Traditional use,Establishment type,Husbandry intensity,Inside/outside,Additional outside access,Outdoor_access,Outside environment,Soil present,Bedding material,Bedding_present,Straw_present,Slatted floor,No. animals in enclosure,Housed with other species,Other species,Weaning age (days),Given formula milk,Creep feed,Creep_what,Creep_consistency,Water content (%),PSS,Dietary regimen,Feed name,Feed ingredients,Crude protein,Protein_category,Crude fat,Crude ash,Crude fibre,Fibre_category,Carbohydrates,Calcium,Phosphorous,Sodum,Lysine,Methionine,Organic/standard,Environmental food,Dietary supplementation,Purely_commercial_diet,Dairy_in_diet,First_feed_ingredient,Acetic_acid_mM/g,Propionic_acid_mM/g,Isobutyric_acid_mM/g,Butyric_acid_mM/g,Isovaleric_acid_mM/g,Valeric_acid_mM/g,Isocaproic_acid_mM/g,Caproic_acid_mM/g,Enanthic_acid_mM/g,Total_SCFA_mM/g,Total_BCFA_mM/g,Total_MCFA_mM/g,Total_VFA_mM/g,AA%,PA%,IBA%,BA%,IVA%,VA%,ICA%,CA%,EA%,SCFA%,BCFA%,MCFA%,Ratio_AA,Ratio_PA,Ratio_BA,Medical conditions,Medication,Antibiotics,Recent_antibiotics,Worming,Immunisations,Farrowed,Last farrowing,Gestating,Nursing,Parity,Castrated,Chemical/physical,Seq_run,Relatives/cohabitants,Sample storage information,Additional information,ID,numerical_age_category,DMM_cluster,cluster_lda,Simpson
03BE04,,,bc1005--bc1083,03BE,19/04/2022,Spring,Belgium,Vlaams-Brabant,Sus scrofa domesticus,Domestic pig,Piétrain x TN70,Male,15/02/2022,63.0,Nursery,Belgium,No,,PIC 408 Piétrain,Belgium x Norway,Commercial,Yes,General lean meat,Research farm,Small-scale,Inside,No,No,,No,,No,No,Yes,288,No,,21,No,Yes,Vida optima 2 crumble,Solid,76.34069401,4.0,,BV Voeders Biervliet Speenvoeder T3,"Gerst, tarwe, sojabonen getoast, maïs, tarwezemelgrint, sojavoer getoast, suikerbietenpulp, monocalciumfosfaat, soja-olie, voederzout, koolzure voederkalk (calciumcarbonaat), natriumbicarbonaat","16,5",Medium,"5,5",5,4.0,Medium,69,"1,25","0,5","0,3","1,25","0,5",Standard,,,Yes,No,Barley,"295,9188664","131,6431371","11,88457244","112,2133318","16,25698442","19,89455967","0,768637257","2,670254071","1,146380684",559.669895,"28,91019411","3,816634755","592,3967239","49,95","22,22","2,01","18,94","2,74","3,36","0,13","0,45","0,19","94,48","4,88","0,64","0,55","0,24","0,21",,,,,No,,,,,,,No,,NAMES02,"03BE02-03BE10 all lived in the same barn, but not the same pen","Snap-freezing, -80°C",,03BE04,1,1,cluster 5,0.982690141
03BE05,,,bc1007--bc1083,03BE,19/04/2022,Spring,Belgium,Vlaams-Brabant,Sus scrofa domesticus,Domestic pig,Piétrain x TN70,Male,15/02/2022,63.0,Nursery,Belgium,No,,PIC 408 Piétrain,Belgium x Norway,Commercial,Yes,General lean meat,Research farm,Small-scale,Inside,No,No,,No,,No,No,Yes,288,No,,21,No,Yes,Vida optima 2 crumble,Solid,78.04054054,5.0,,BV Voeders Biervliet Speenvoeder T1,"Gerst, tarwe, sojabonen getoast, maïs, tarwezemelgrint, sojavoer getoast, suikerbietenpulp, monocalciumfosfaat, soja-olie, voederzout, koolzure voederkalk (calciumcarbonaat), natriumbicarbonaat","16,5",Medium,"5,5",5,4.0,Medium,69,"1,25","0,5","0,3","1,25","0,5",Standard,,,Yes,No,Barley,"187,9947382","68,71208307","6,011646372","46,80894112","7,112333201","6,007089285","0,800051865","1,590612672",0,309.5228517,"13,92403144","1,590612672","325,0374958","57,84","21,14","1,85","14,40","2,19","1,85","0,25","0,49","0,00","95,23","4,28","0,49","0,62","0,23","0,15",,,,,No,,,,,,,No,,NAMES02,"03BE02-03BE10 all lived in the same barn, but not the same pen","Snap-freezing, -80°C",,03BE05,1,1,cluster 6,0.99476306
03BE06,,,bc1008--bc1083,03BE,19/04/2022,Spring,Belgium,Vlaams-Brabant,Sus scrofa domesticus,Domestic pig,Piétrain x TN70,Male,15/02/2022,63.0,Nursery,Belgium,No,,PIC 408 Piétrain,Belgium x Norway,Commercial,Yes,General lean meat,Research farm,Small-scale,Inside,No,No,,No,,No,No,Yes,288,No,,21,No,Yes,Vida optima 2 crumble,Solid,76.14213198,4.0,,BV Voeders Biervliet Speenvoeder T3,"Gerst, tarwe, sojabonen getoast, maïs, tarwezemelgrint, sojavoer getoast, suikerbietenpulp, monocalciumfosfaat, soja-olie, voederzout, koolzure voederkalk (calciumcarbonaat), natriumbicarbonaat","16,5",Medium,"5,5",5,4.0,Medium,69,"1,25","0,5","0,3","1,25","0,5",Standard,,,Yes,No,Barley,"252,8379082","127,6225631","17,03124423","79,28649832","23,30671869","17,04904178","0,649134516","2,790462734","1,071437138",476.7960114,"40,98709744","3,861899872","521,6450088","48,47","24,47","3,26","15,20","4,47","3,27","0,12","0,53","0,21","91,40","7,86","0,74","0,55","0,28","0,17",,,,,No,,,,,,,No,,NAMES02,"03BE02-03BE10 all lived in the same barn, but not the same pen","Snap-freezing, -80°C",,03BE06,1,6,cluster 5,0.993140292
03BE07,,,bc1012--bc1083,03BE,19/04/2022,Spring,Belgium,Vlaams-Brabant,Sus scrofa domesticus,Domestic pig,Piétrain x TN70,Male,15/02/2022,63.0,Nursery,Belgium,No,,PIC 408 Piétrain,Belgium x Norway,Commercial,Yes,General lean meat,Research farm,Small-scale,Inside,No,No,,No,,No,No,Yes,288,No,,21,No,Yes,Vida optima 2 crumble,Solid,75.90759076,4.0,,BV Voeders Biervliet Speenvoeder T2,"Gerst, tarwe, sojabonen getoast, maïs, tarwezemelgrint, sojavoer getoast, suikerbietenpulp, monocalciumfosfaat, soja-olie, voederzout, koolzure voederkalk (calciumcarbonaat), natriumbicarbonaat","16,5",Medium,"5,5",5,4.0,Medium,69,"1,25","0,5","0,3","1,25","0,5",Standard,,,Yes,No,Barley,"392,2740544","187,6991002","15,00808699","184,2093933","20,56964943","17,05506908","0,598180126","5,660997856","1,208616074",781.237617,"36,17591655","6,869613931","824,2831475","47,59","22,77","1,82","22,35","2,50","2,07","0,07","0,69","0,15","94,78","4,39","0,83","0,51","0,25","0,24",,,,,No,,,,,,,No,,NAMES02,"03BE02-03BE10 all lived in the same barn, but not the same pen","Snap-freezing, -80°C",,03BE07,1,1,cluster 6,0.996678001
03BE08,,,bc1015--bc1083,03BE,19/04/2022,Spring,Belgium,Vlaams-Brabant,Sus scrofa domesticus,Domestic pig,Piétrain x TN70,Male,15/02/2022,63.0,Nursery,Belgium,No,,PIC 408 Piétrain,Belgium x Norway,Commercial,Yes,General lean meat,Research farm,Small-scale,Inside,No,No,,No,,No,No,Yes,288,No,,21,No,Yes,Vida optima 2 crumble,Solid,78.32167832,5.0,,BV Voeders Biervliet Speenvoeder T3,"Gerst, tarwe, sojabonen getoast, maïs, tarwezemelgrint, sojavoer getoast, suikerbietenpulp, monocalciumfosfaat, soja-olie, voederzout, koolzure voederkalk (calciumcarbonaat), natriumbicarbonaat","16,5",Medium,"5,5",5,4.0,Medium,69,"1,25","0,5","0,3","1,25","0,5",Standard,,,Yes,No,Barley,"254,0351661","117,422484","12,53078002","96,84643108","17,87316887","16,41146591","0,632152274","1,635994855",0,484.7155471,"31,03610117","1,635994855","517,3876431","49,10","22,70","2,42","18,72","3,45","3,17","0,12","0,32","0,00","93,69","6,00","0,32","0,54","0,25","0,21",,,,,No,,,,,,,No,,NAMES02,"03BE02-03BE10 all lived in the same barn, but not the same pen","Snap-freezing, -80°C",,03BE08,1,6,cluster 5,0.990873781
03BE09,,,bc1020--bc1083,03BE,19/04/2022,Spring,Belgium,Vlaams-Brabant,Sus scrofa domesticus,Domestic pig,Piétrain x TN70,Male,15/02/2022,63.0,Nursery,Belgium,No,,PIC 408 Piétrain,Belgium x Norway,Commercial,Yes,General lean meat,Research farm,Small-scale,Inside,No,No,,No,,No,No,Yes,288,No,,21,No,Yes,Vida optima 2 crumble,Solid,74.40273038,4.0,,BV Voeders Biervliet Speenvoeder T4,"Gerst, tarwe, sojabonen getoast, maïs, tarwezemelgrint, sojavoer getoast, suikerbietenpulp, monocalciumfosfaat, soja-olie, voederzout, koolzure voederkalk (calciumcarbonaat), natriumbicarbonaat","16,5",Medium,"5,5",5,4.0,Medium,69,"1,25","0,5","0,3","1,25","0,5",Standard,,,Yes,No,Barley,"211,462457","108,0163636","15,04784171","69,22279427","21,78235271","13,07809477","0,706436716","1,654121663","1,102343516",401.7797096,"37,53663114","2,756465179","442,0728059","47,83","24,43","3,40","15,66","4,93","2,96","0,16","0,37","0,25","90,89","8,49","0,62","0,54","0,28","0,18",,,,,No,,,,,,,No,,NAMES02,"03BE02-03BE10 all lived in the same barn, but not the same pen","Snap-freezing, -80°C",,03BE09,1,5,cluster 6,0.992462486
03BE10,,,bc1022--bc1083,03BE,19/04/2022,Spring,Belgium,Vlaams-Brabant,Sus scrofa domesticus,Domestic pig,Piétrain x TN70,Male,15/02/2022,63.0,Nursery,Belgium,No,,PIC 408 Piétrain,Belgium x Norway,Commercial,Yes,General lean meat,Research farm,Small-scale,Inside,No,No,,No,,No,No,Yes,288,No,,21,No,Yes,Vida optima 2 crumble,Solid,77.19298246,4.0,,BV Voeders Biervliet Speenvoeder,"Gerst, tarwe, sojabonen getoast, maïs, tarwezemelgrint, sojavoer getoast, suikerbietenpulp, monocalciumfosfaat, soja-olie, voederzout, koolzure voederkalk (calciumcarbonaat), natriumbicarbonaat","16,5",Medium,"5,5",5,4.0,Medium,69,"1,25","0,5","0,3","1,25","0,5",Standard,,,Yes,No,Barley,"165,5403519","69,49244295","4,895068525","60,58715635","6,012928232","7,081502932","0,59229671","3,084430171","1,047663102",302.7014542,"11,50029347","4,132093273","318,3338409","52,00","21,83","1,54","19,03","1,89","2,22","0,19","0,97","0,33","95,09","3,61","1,30","0,56","0,24","0,20",,,,,No,,,,,,,No,,NAMES02,"03BE02-03BE10 all lived in the same barn, but not the same pen","Snap-freezing, -80°C",,03BE10,1,1,cluster 5,0.99517484
04BE01,,55609,bc1024--bc1083,04BE,17/05/2022,Spring,Belgium,Namur,Sus scrofa domesticus,Domestic pig,Belgian Landrace,Female,27/03/2020,781.0,Mature,Belgium,Yes,,,Belgium,Commercial,Yes,General lean meat,Research farm,Small-scale,Inside,No,No,,Yes,Straw,Yes,Yes,No,130,No,,,,,,,76.78018576,4.0,2.9 kg per day,Formule gestation du commerce,"Blé, orge, gluten feed de blé, pulpe de betterave sucrière séchée, remoulage de maïs, produits de la fabrication de denrées alimentaires, tourteau de pression de palmiste, maïs, aliment de tourteau d'extraction de tournesol, aliment de tourteau de colza, mélasse de betterave sucrière, coques de soja, graisse animale, huile de soja, bicarbonate de sodium, chlorure de sodium, phosphate monocalcique, algues séchées","13,5",Low,4,,7.5,High,75,"0,75","0,26",,,,Standard,Straw,No,Yes,No,Wheat,"352,0730458","168,784037","8,782207312","59,23353996","10,47356515","6,369056246","0,731684931","1,481879425",0,586.4596791,"19,98745739","1,481879425","607,9290159","57,91","27,76","1,44","9,74","1,72","1,05","0,12","0,24","0,00","96,47","3,29","0,24","0,61","0,29","0,10",,,,,Yes,,Yes,,Yes,No,4.0,,,NAMES02,,"Snap-freezing, -80°C",,04BE01,5,4,cluster 4,0.992402455
04BE02,,52775,bc1005--bc1089,04BE,17/05/2022,Spring,Belgium,Namur,Sus scrofa domesticus,Domestic pig,Belgian Landrace,Female,06/06/2019,1076.0,Mature,Belgium,Yes,,,Belgium,Commercial,Yes,General lean meat,Research farm,Small-scale,Inside,No,No,,Yes,Straw,Yes,Yes,No,130,No,,,,,,,76.41791045,4.0,2.9 kg per day,Formule gestation du commerce,"Blé, orge, gluten feed de blé, pulpe de betterave sucrière séchée, remoulage de maïs, produits de la fabrication de denrées alimentaires, tourteau de pression de palmiste, maïs, aliment de tourteau d'extraction de tournesol, aliment de tourteau de colza, mélasse de betterave sucrière, coques de soja, graisse animale, huile de soja, bicarbonate de sodium, chlorure de sodium, phosphate monocalcique, algues séchées","13,5",Low,4,,7.5,High,75,,,,,,Standard,Straw,No,Yes,No,Wheat,"324,6064733","189,3078046","9,326182357","35,79796857","9,900963282","5,061021006","0,589393664","1,14709893",0,554.7732675,"19,8165393","1,14709893","575,7369058","56,38","32,88","1,62","6,22","1,72","0,88","0,10","0,20","0,00","96,36","3,44","0,20","0,59","0,34","0,07",,,,,Yes,,Yes,,Yes,No,6.0,,,NAMES02,,"Snap-freezing, -80°C",,04BE02,5,4,cluster 4,0.988046444
04BE03,,53324,bc1007--bc1089,04BE,17/05/2022,Spring,Belgium,Namur,Sus scrofa domesticus,Domestic pig,Belgian Landrace,Female,21/01/2020,847.0,Mature,Belgium,Yes,,,Belgium,Commercial,Yes,General lean meat,Research farm,Small-scale,Inside,No,No,,Yes,Straw,Yes,Yes,No,130,No,,,,,,,74.38596491,4.0,2.7kg per day,Formule gestation du commerce,"Blé, orge, gluten feed de blé, pulpe de betterave sucrière séchée, remoulage de maïs, produits de la fabrication de denrées alimentaires, tourteau de pression de palmiste, maïs, aliment de tourteau d'extraction de tournesol, aliment de tourteau de colza, mélasse de betterave sucrière, coques de soja, graisse animale, huile de soja, bicarbonate de sodium, chlorure de sodium, phosphate monocalcique, algues séchées","13,5",Low,4,,7.5,High,75,,,,,,Standard,Straw,No,Yes,No,Wheat,"573,6614959","298,9273203","19,84117672","74,81037568","24,26819175","15,30655267","0,619410244","1,313553089",0,962.7057446,"44,72877871","1,313553089","1008,748076","56,87","29,63","1,97","7,42","2,41","1,52","0,06","0,13","0,00","95,44","4,43","0,13","0,61","0,32","0,08",,,,,Yes,,Yes,,Yes,No,6.0,,,NAMES02,,"Snap-freezing, -80°C",,04BE03,5,7,cluster 6,0.995691892
04BE04,,55614,bc1008--bc1089,04BE,17/05/2022,Spring,Belgium,Namur,Sus scrofa domesticus,Domestic pig,Belgian Landrace,Female,27/03/2020,781.0,Mature,Belgium,Yes,,,Belgium,Commercial,Yes,General lean meat,Research farm,Small-scale,Inside,No,No,,Yes,Straw,Yes,Yes,No,130,No,,,,,,,75.1572327,4.0,2.9kg per day,Formule gestation du commerce,"Blé, orge, gluten feed de blé, pulpe de betterave sucrière séchée, remoulage de maïs, produits de la fabrication de denrées alimentaires, tourteau de pression de palmiste, maïs, aliment de tourteau d'extraction de tournesol, aliment de tourteau de colza, mélasse de betterave sucrière, coques de soja, graisse animale, huile de soja, bicarbonate de sodium, chlorure de sodium, phosphate monocalcique, algues séchées","13,5",Low,4,,7.5,High,75,,,,,,Standard,Straw,No,Yes,No,Wheat,"488,3536587","242,1004185","13,30066014","82,22768235","17,17243794","9,510697708","0,572331275","1,17785847",0,822.1924572,"31,04542935","1,17785847","854,415745","57,16","28,34","1,56","9,62","2,01","1,11","0,07","0,14","0,00","96,23","3,63","0,14","0,60","0,30","0,10",,,,,Yes,,Yes,,Yes,No,4.0,,,NAMES02,,"Snap-freezing, -80°C",,04BE04,5,5,cluster 4,0.995774599
04BE05,,55721,bc1012--bc1089,04BE,17/05/2022,Spring,Belgium,Namur,Sus scrofa domesticus,Domestic pig,Belgian Landrace,Female,29/04/2020,748.0,Mature,Belgium,Yes,,,Belgium,Commercial,Yes,General lean meat,Research farm,Small-scale,Inside,No,No,,Yes,Straw,Yes,Yes,No,130,No,,,,,,,73.15436242,4.0,2.9kg per day,Formule gestation du commerce,"Blé, orge, gluten feed de blé, pulpe de betterave sucrière séchée, remoulage de maïs, produits de la fabrication de denrées alimentaires, tourteau de pression de palmiste, maïs, aliment de tourteau d'extraction de tournesol, aliment de tourteau de colza, mélasse de betterave sucrière, coques de soja, graisse animale, huile de soja, bicarbonate de sodium, chlorure de sodium, phosphate monocalcique, algues séchées","13,5",Low,4,,7.5,High,75,,,,,,Standard,Straw,No,Yes,No,Wheat,"418,9968954","221,595032","10,83366023","58,70341893","12,48276324","7,461557128","0,612939119",0,0,706.7569034,"23,92936259",0,"730,686266","57,34","30,33","1,48","8,03","1,71","1,02","0,08","0,00","0,00","96,73","3,27","0,00","0,60","0,32","0,08",,,,,Yes,,Yes,,Yes,No,4.0,,,NAMES02,,"Snap-freezing, -80°C",,04BE05,5,2,cluster 4,0.993657392
04BE06,,54487,bc1015--bc1089,04BE,17/05/2022,Spring,Belgium,Namur,Sus scrofa domesticus,Domestic pig,Belgian Landrace,Female,04/12/2019,895.0,Mature,Belgium,Yes,,,Belgium,Commercial,Yes,General lean meat,Research farm,Small-scale,Inside,No,No,,Yes,Straw,Yes,Yes,No,130,No,,,,,,,77.00729927,4.0,2.9kg per day,Formule gestation du commerce,"Blé, orge, gluten feed de blé, pulpe de betterave sucrière séchée, remoulage de maïs, produits de la fabrication de denrées alimentaires, tourteau de pression de palmiste, maïs, aliment de tourteau d'extraction de tournesol, aliment de tourteau de colza, mélasse de betterave sucrière, coques de soja, graisse animale, huile de soja, bicarbonate de sodium, chlorure de sodium, phosphate monocalcique, algues séchées","13,5",Low,4,,7.5,High,75,,,,,,Standard,Straw,No,Yes,No,Wheat,"540,2839889","272,1733181","14,33748075","79,62253219","17,21264645","11,1573636","0,581683919","1,189051044",0,903.2372028,"32,13181112","1,189051044","936,558065","57,69","29,06","1,53","8,50","1,84","1,19","0,06","0,13","0,00","96,44","3,43","0,13","0,61","0,31","0,09",,,,,Yes,,Yes,,Yes,No,5.0,,,NAMES02,,"Snap-freezing, -80°C",,04BE06,5,2,cluster 4,0.985167125
04BE07,WP2 1,66081,bc1022----bc1062,04BE,30/05/2023,Spring,Belgium,Namur,Sus scrofa domesticus,Domestic pig,Piétrain x Belgian Landrace,Female,23/02/2023,96.0,Growing,Belgium,Yes,"40,1",,Belgium,Commercial,Yes,General lean meat,Research farm,Small-scale,Inside,No,No,,No,,No,No,Yes,,No,,21,,,,,83.92857143,6.0,,,"Tarwe, gerst, sojaschroot, maïs, getoaste sojabonen, tarweglutenvoer, tarwevoer, producten uit de bakkerij- en deegwarensector, gedroogde suikerbietenpulp, calciumcarbonaat, natriumchloride, monocalciumfosfaat, visolie","17,4",Medium,"4,5","5,1",4.4,High,"68,6","0,6","0,5","0,2","1,15","0,39",Standard,,,Yes,No,Wheat,"200,132309","90,99070519","2,123024294","58,56539835","2,922666003","10,70006678","0,554792007","1,220949505",0,360.3884794,"5,600482303","1,220949505","367,2099112","54,50","24,78","0,58","15,95","0,80","2,91","0,15","0,33","0,00","98,14","1,53","0,33","0,57","0,26","0,17",,,,,,,,,,,,,,NAMES04,,,,04BE07,2,1,cluster 2,0.976238167
04BE08,WP2 2,66099,bc1024----bc1062,04BE,30/05/2023,Spring,Belgium,Namur,Sus scrofa domesticus,Domestic pig,Piétrain x Belgian Landrace,Male,23/02/2023,96.0,Growing,Belgium,Yes,"48,2",,Belgium,Commercial,Yes,General lean meat,Research farm,Small-scale,Inside,No,No,,No,Sawdust,Yes,No,Yes,,No,,42,,,,,81.10749186,5.0,,,"Tarwe, gerst, sojaschroot, maïs, getoaste sojabonen, tarweglutenvoer, tarwevoer, producten uit de bakkerij- en deegwarensector, gedroogde suikerbietenpulp, calciumcarbonaat, natriumchloride, monocalciumfosfaat, visolie","17,4",Medium,"4,5","5,1",4.4,High,"68,6","0,6","0,5","0,2","1,15","0,39",Standard,,,Yes,No,Wheat,"114,1527197","44,7023026","4,819512368","24,33934727","5,199236936","5,308877081","0,53872462","1,245152779","0,920282011",188.5032467,"10,55747392","2,16543479","201,2261554","56,73","22,21","2,40","12,10","2,58","2,64","0,27","0,62","0,46","93,68","5,25","1,08","0,62","0,24","0,13",,,,,,,,,,,,,,NAMES04,,,,04BE08,2,6,cluster 2,0.992445111
04BE09,WP2 3,66154,bc1005----bc1065,04BE,30/05/2023,Spring,Belgium,Namur,Sus scrofa domesticus,Domestic pig,Piétrain x Belgian Landrace,Female,23/02/2023,96.0,Growing,Belgium,Yes,"36,9",,Belgium,Commercial,Yes,General lean meat,Research farm,Small-scale,Inside,No,No,,No,,No,No,Yes,,No,,21,,,,,76.38483965,4.0,,,"Tarwe, gerst, sojaschroot, maïs, getoaste sojabonen, tarweglutenvoer, tarwevoer, producten uit de bakkerij- en deegwarensector, gedroogde suikerbietenpulp, calciumcarbonaat, natriumchloride, monocalciumfosfaat, visolie","17,4",Medium,"4,5","5,1",4.4,High,"68,6","0,6","0,5","0,2","1,15","0,39",Standard,,,Yes,No,Wheat,"176,0164362","74,83526139","8,066026105","49,45007676","9,708342423","8,127993197","0,600311794","2,424406279","1,136616532",308.4297675,"18,37468032","3,561022811","330,3654706","53,28","22,65","2,44","14,97","2,94","2,46","0,18","0,73","0,34","93,36","5,56","1,08","0,59","0,25","0,16",,,,,,,,,,,,,,NAMES04,,,,04BE09,2,1,cluster 2,0.995749972
04BE10,WP2 4,66134,bc1007----bc1065,04BE,30/05/2023,Spring,Belgium,Namur,Sus scrofa domesticus,Domestic pig,Piétrain x Belgian Landrace,Male,23/02/2023,96.0,Growing,Belgium,Yes,45,,Belgium,Commercial,Yes,General lean meat,Research farm,Small-scale,Inside,No,No,,No,Sawdust,Yes,No,Yes,,No,,42,,,,,78.17589577,5.0,,,"Tarwe, gerst, sojaschroot, maïs, getoaste sojabonen, tarweglutenvoer, tarwevoer, producten uit de bakkerij- en deegwarensector, gedroogde suikerbietenpulp, calciumcarbonaat, natriumchloride, monocalciumfosfaat, visolie","17,4",Medium,"4,5","5,1",4.4,High,"68,6","0,6","0,5","0,2","1,15","0,39",Standard,,,Yes,No,Wheat,"149,7201948","63,96669611","3,537190358","53,16654056","5,29945246","6,45593897",0,"2,141294672","1,011105033",273.3093705,"8,836642817","3,152399704","285,298413","52,48","22,42","1,24","18,64","1,86","2,26","0,00","0,75","0,35","95,80","3,10","1,10","0,56","0,24","0,20",,,,,,,,,,,,,,NAMES04,,,,04BE10,2,1,cluster 2,0.983550781
04BE11,WP2 5,66210,bc1008----bc1065,04BE,30/05/2023,Spring,Belgium,Namur,Sus scrofa domesticus,Domestic pig,Piétrain x Belgian Landrace,Male,23/02/2023,96.0,Growing,Belgium,Yes,47,,Belgium,Commercial,Yes,General lean meat,Research farm,Small-scale,Inside,No,No,,No,,No,No,Yes,,No,,21,,,,,77.5,4.0,,,"Tarwe, gerst, sojaschroot, maïs, getoaste sojabonen, tarweglutenvoer, tarwevoer, producten uit de bakkerij- en deegwarensector, gedroogde suikerbietenpulp, calciumcarbonaat, natriumchloride, monocalciumfosfaat, visolie","17,4",Medium,"4,5","5,1",4.4,High,"68,6","0,6","0,5","0,2","1,15","0,39",Standard,,,Yes,No,Wheat,"148,7919657","58,69038184","6,345937636","36,32051715","8,027631405","6,766612402",0,"1,833748433","1,022774364",250.5694771,"14,37356904","2,856522797","267,799569","55,56","21,92","2,37","13,56","3,00","2,53","0,00","0,68","0,38","93,57","5,37","1,07","0,61","0,24","0,15",,,,,,,,,,,,,,NAMES04,,,,04BE11,2,1,cluster 2,0.983387267
04BE12,WP2 6,66090,bc1012----bc1065,04BE,30/05/2023,Spring,Belgium,Namur,Sus scrofa domesticus,Domestic pig,Piétrain x Belgian Landrace,Female,23/02/2023,96.0,Growing,Belgium,Yes,"47,5",,Belgium,Commercial,Yes,General lean meat,Research farm,Small-scale,Inside,No,No,,No,Sawdust,Yes,No,Yes,,No,,42,,,,,81.63934426,6.0,,,"Tarwe, gerst, sojaschroot, maïs, getoaste sojabonen, tarweglutenvoer, tarwevoer, producten uit de bakkerij- en deegwarensector, gedroogde suikerbietenpulp, calciumcarbonaat, natriumchloride, monocalciumfosfaat, visolie","17,4",Medium,"4,5","5,1",4.4,High,"68,6","0,6","0,5","0,2","1,15","0,39",Standard,,,Yes,No,Wheat,"184,7619859","91,60744933","2,03561187","43,79168611","2,968935151","5,667349579","0,561368919","1,113905524",0,325.8284709,"5,56591594","1,113905524","332,5082924","55,57","27,55","0,61","13,17","0,89","1,70","0,17","0,34","0,00","97,99","1,67","0,34","0,58","0,29","0,14",,,,,,,,,,,,,,NAMES04,,,,04BE12,2,1,cluster 2,0.99033585
04BE13,WP2 7,66211,bc1015----bc1065,04BE,30/05/2023,Spring,Belgium,Namur,Sus scrofa domesticus,Domestic pig,Piétrain x Belgian Landrace,Male,23/02/2023,96.0,Growing,Belgium,Yes,50,,Belgium,Commercial,Yes,General lean meat,Research farm,Small-scale,Inside,No,No,,No,,No,No,Yes,,No,,21,,,,,77.38853503,4.0,,,"Tarwe, gerst, sojaschroot, maïs, getoaste sojabonen, tarweglutenvoer, tarwevoer, producten uit de bakkerij- en deegwarensector, gedroogde suikerbietenpulp, calciumcarbonaat, natriumchloride, monocalciumfosfaat, visolie","17,4",Medium,"4,5","5,1",4.4,High,"68,6","0,6","0,5","0,2","1,15","0,39",Standard,,,Yes,No,Wheat,"169,1048238","66,89168697","5,761622656","53,3140124","6,654179762","8,214513557","0,556589255","2,970308269","1,083110276",297.5250367,"12,97239167","4,053418546","314,5508469","53,76","21,27","1,83","16,95","2,12","2,61","0,18","0,94","0,34","94,59","4,12","1,29","0,58","0,23","0,18",,,,,,,,,,,,,,NAMES04,,,,04BE13,2,1,cluster 2,0.989593713
04BE14,WP2 8,66084,bc1020----bc1065,04BE,30/05/2023,Spring,Belgium,Namur,Sus scrofa domesticus,Domestic pig,Piétrain x Belgian Landrace,Female,23/02/2023,96.0,Growing,Belgium,Yes,"48,1",,Belgium,Commercial,Yes,General lean meat,Research farm,Small-scale,Inside,No,No,,No,Sawdust,Yes,No,Yes,,No,,42,,,,,80.70175439,5.0,,,"Tarwe, gerst, sojaschroot, maïs, getoaste sojabonen, tarweglutenvoer, tarwevoer, producten uit de bakkerij- en deegwarensector, gedroogde suikerbietenpulp, calciumcarbonaat, natriumchloride, monocalciumfosfaat, visolie","17,4",Medium,"4,5","5,1",4.4,High,"68,6","0,6","0,5","0,2","1,15","0,39",Standard,,,Yes,No,Wheat,,,,,,,,,,278.8539001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES04,,,,04BE14,2,1,cluster 2,0.991779646
04BE15,WP2 9,66137,bc1022----bc1065,04BE,30/05/2023,Spring,Belgium,Namur,Sus scrofa domesticus,Domestic pig,Piétrain x Belgian Landrace,Male,23/02/2023,96.0,Growing,Belgium,Yes,"37,6",,Belgium,Commercial,Yes,General lean meat,Research farm,Small-scale,Inside,No,No,,No,,No,No,Yes,,No,,21,,,,,76.11111111,4.0,,,"Tarwe, gerst, sojaschroot, maïs, getoaste sojabonen, tarweglutenvoer, tarwevoer, producten uit de bakkerij- en deegwarensector, gedroogde suikerbietenpulp, calciumcarbonaat, natriumchloride, monocalciumfosfaat, visolie","17,4",Medium,"4,5","5,1",4.4,High,"68,6","0,6","0,5","0,2","1,15","0,39",Standard,,,Yes,No,Wheat,"149,141994","50,66379774","4,067542993","33,07563061","4,281457082","4,010546518","0,636870075","1,212262765",0,236.8919688,"8,98587015","1,212262765","247,0901017","60,36","20,50","1,65","13,39","1,73","1,62","0,26","0,49","0,00","95,87","3,64","0,49","0,64","0,22","0,14",,,,,,,,,,,,,,NAMES04,,,,04BE15,2,1,cluster 2,0.978254091
